,y,rb?,te?,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,injury_risk,last_yr_games_played,hit_rate,Draft Pick,Breakout Age,cdr
1241,0,0,1,28.7,191.1,68.72,38.8,8.766666666666667,0.35,4.0,0.0,1.21,21.0,26.9
1242,0,0,1,26.4,65.8,50.4,65.8,3.7000000000000006,0.8333333333333334,14.0,0.0,4.12,22.7,15.6
1243,0,0,1,26.6,124.50000000000001,45.125,7.5,4.166666666666667,0.546875,5.0,0.0,3.21,20.9,11.5
1244,0,0,1,29.0,133.5,68.72,133.5,7.3,0.65,15.0,0.0,2.23,20.2,26.6
1245,0,0,1,35.3,121.6,90.02000000000001,74.10000000000001,6.966666666666666,0.875,13.0,0.0,1.06,21.6,35.9
1247,0,0,1,30.799999999999997,52.0,38.5,46.199999999999996,4.033333333333334,0.6375,14.0,0.0,7.01,21.1,19.5
1248,0,0,1,22.9,35.6,35.6,35.6,8.9,0.25,4.0,0.0,4.2,,10.3
1250,0,0,1,26.7,34.4,20.53333333333333,12.8,2.766666666666666,0.4583333333333333,8.0,0.0,,,13.1
1251,0,0,1,28.5,280.0,196.28,280.0,15.033333333333333,0.9375,16.0,0.0,2.03,21.8,31.8
1252,0,0,1,22.7,,,,,,,,5.03,,15.6
0,0,1,0,22.1,,,,,,,,2.3,19.3,34.8
1,0,1,0,25.5,315.2,188.9333333333333,315.2,14.0,0.7916666666666666,16.0,0.3333333333333333,5.39,18.8,47.0
3,0,1,0,35.2,260.8,115.98333333333335,147.0,9.833333333333334,0.6354166666666666,15.0,0.0,1.07,19.5,42.7
6,0,1,0,23.9,17.6,17.6,17.6,1.6,0.6875,11.0,0.0,,,10.1
7,0,1,0,26.0,15.2,8.266666666666666,9.6,1.0333333333333332,0.3541666666666667,8.0,0.0,6.08,,3.2
8,0,1,0,25.8,171.0,105.33333333333333,,11.15,0.7083333333333334,,0.0,5.34,19.0,29.9
9,0,1,0,21.9,68.89999999999999,68.89999999999999,68.89999999999999,5.3,0.8125,13.0,0.0,3.38,19.2,28.7
12,0,1,0,31.5,187.2,77.53333333333333,0.4,4.066666666666667,0.7395833333333334,1.0,0.0,6.03,20.7,50.0
14,1,1,0,24.9,348.0,303.06666666666666,249.20000000000002,20.166666666666668,0.9375,14.0,0.6666666666666666,3.03,20.1,23.3
15,0,1,0,27.0,124.60000000000001,62.2,39.199999999999996,4.033333333333334,0.6875,14.0,0.0,2.22,19.2,34.6
18,0,1,0,27.0,25.299999999999997,18.45,15.2,2.5666666666666664,0.484375,4.0,0.0,6.01,,5.7
20,0,1,0,21.8,,,,,,,,4.18,20.1,22.4
21,0,1,0,31.5,24.0,14.183333333333335,5.2,2.433333333333333,0.4583333333333333,4.0,0.0,5.05,,3.4
24,0,1,0,21.9,,,,,,,,3.02,21.2,17.4
26,0,1,0,24.0,,,,,,,,,20.3,17.4
27,0,1,0,25.0,308.8,192.53333333333333,308.8,12.833333333333334,0.9166666666666666,16.0,0.3333333333333333,,18.3,45.7
29,0,1,0,23.8,,,,,,,,,21.1,23.6
32,0,1,0,22.3,58.3,58.3,58.3,5.3,0.6875,11.0,0.0,4.2,18.5,38.6
36,0,1,0,23.7,43.2,43.2,43.2,7.2,0.375,6.0,0.0,7.18,19.9,14.9
38,0,1,0,25.1,97.2,48.6,97.2,5.4,0.3125,9.0,0.0,6.27,22.4,23.3
44,0,1,0,24.6,67.0,30.566666666666666,67.0,4.033333333333334,0.3958333333333333,10.0,0.0,5.12,18.8,34.2
47,0,1,0,24.2,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.3,0.1875,3.0,0.0,,20.4,17.8
50,0,1,0,26.9,37.699999999999996,26.23333333333333,37.699999999999996,2.3333333333333335,0.6875,13.0,0.0,,20.1,29.9
51,0,1,0,26.0,61.199999999999996,27.95,28.8,3.4333333333333336,0.3125,8.0,0.0,3.27,21.3,26.2
53,0,1,0,20.9,,,,,,,,2.2,18.2,39.8
55,0,1,0,29.7,233.6,138.4,153.6,10.4,0.8333333333333334,16.0,0.0,2.25,21.0,29.8
59,0,1,0,24.1,83.0,72.7,83.0,6.1000000000000005,0.8125,10.0,0.0,4.34,18.4,34.1
60,0,1,0,25.7,232.5,157.9,232.5,13.266666666666666,0.6875,15.0,0.0,7.31,22.0,14.6
66,0,1,0,29.6,153.0,99.0,93.5,11.0,0.6458333333333334,11.0,0.0,5.21,19.9,17.7
67,0,1,0,24.0,468.8,361.06666666666666,468.8,22.566666666666666,1.0,16.0,0.6666666666666666,1.08,19.2,50.7
71,0,1,0,21.1,,,,,,,,1.32,19.4,17.9
72,0,1,0,29.2,132.6,72.43333333333334,30.0,4.466666666666667,0.96875,15.0,0.0,1.29,21.5,17.1
73,0,1,0,25.6,91.0,55.4,-4.0,3.9,0.5625,2.0,0.0,,18.8,33.1
75,0,1,0,24.0,,,,,,,,,20.2,29.7
77,0,1,0,21.4,,,,,,,,2.03,19.6,21.1
78,0,1,0,24.3,15.2,15.2,15.2,1.9,0.5,8.0,0.0,,20.5,16.2
79,0,1,0,24.1,56.699999999999996,33.699999999999996,,8.5,0.3125,,0.0,3.25,19.4,36.5
80,0,1,0,26.5,32.199999999999996,11.933333333333332,0.0,2.3,0.22916666666666666,1.0,0.0,,19.8,18.8
81,1,1,0,24.8,292.59999999999997,170.0,292.59999999999997,17.03333333333333,0.6041666666666666,14.0,0.0,2.09,19.1,38.8
84,0,1,0,23.3,1.2,1.2,1.2,1.2,0.0625,1.0,0.0,3.23,20.6,14.7
91,0,1,0,26.1,75.2,37.6,75.2,2.35,0.53125,16.0,0.0,,21.3,17.2
92,0,1,0,23.0,,,,,,,,,21.3,15.7
94,0,1,0,25.1,67.5,41.85,67.5,6.45,0.375,9.0,0.0,,22.4,21.5
95,0,1,0,22.8,22.5,22.5,22.5,2.5,0.5625,9.0,0.0,3.06,20.0,33.9
99,0,1,0,21.9,,,,,,,,3.29,20.2,31.5
100,0,1,0,23.3,32.0,32.0,32.0,3.2,0.625,10.0,0.0,6.41,21.6,24.7
104,0,1,0,28.5,406.4,203.07999999999998,141.60000000000002,13.366666666666667,0.7625,12.0,0.2,3.22,19.7,43.2
105,0,1,0,23.0,171.2,171.2,171.2,10.7,1.0,16.0,0.0,3.09,20.2,30.5
110,0,1,0,27.3,121.6,76.025,121.6,4.8999999999999995,0.8125,16.0,0.0,5.04,21.5,23.4
113,0,1,0,21.7,,,,,,,,4.38,21.0,26.5
118,1,1,0,26.4,294.0,183.75,294.0,13.533333333333333,0.953125,15.0,0.0,2.14,20.7,43.5
122,0,1,0,22.7,147.60000000000002,147.60000000000002,147.60000000000002,12.3,0.75,12.0,0.0,3.1,19.0,36.1
123,0,1,0,23.7,8.0,8.0,8.0,8.0,0.0625,1.0,0.0,,21.9,25.5
124,0,1,0,28.2,316.5,183.48333333333335,197.4,11.799999999999999,0.8020833333333334,14.0,0.16666666666666666,4.03,19.5,17.8
125,0,1,0,28.0,142.4,83.5,12.6,4.633333333333334,0.84375,9.0,0.0,4.38,22.3,40.1
127,0,1,0,23.4,1.2,1.2,1.2,0.6,0.125,2.0,0.0,6.21,21.7,21.5
128,0,1,0,29.7,196.8,119.55999999999999,66.0,8.9,0.7625,15.0,0.0,5.18,18.9,35.2
131,0,1,0,25.3,37.699999999999996,27.849999999999998,37.699999999999996,2.35,0.71875,13.0,0.0,,19.5,29.1
135,0,1,0,26.7,216.0,161.28,153.6,10.366666666666667,1.0,16.0,0.0,3.13,19.0,33.0
136,0,1,0,26.1,48.400000000000006,19.775000000000002,7.5,2.3000000000000003,0.390625,5.0,0.0,7.15,20.4,20.1
139,0,1,0,21.7,,,,,,,,,,13.6
142,0,1,0,26.8,32.199999999999996,18.23333333333333,7.2,2.3666666666666667,0.5208333333333334,9.0,0.0,,21.1,31.1
144,0,1,0,24.9,327.0,291.875,312.0,20.533333333333335,0.875,16.0,0.75,1.04,19.1,37.8
147,0,1,0,37.1,214.4,155.98333333333335,94.5,8.133333333333335,0.96875,15.0,0.0,3.01,20.3,26.4
149,0,1,0,22.6,,,,,,,,,,6.6
154,0,1,0,28.5,188.5,134.6833333333333,68.8,7.266666666666667,0.8645833333333334,16.0,0.0,2.05,19.8,35.6
156,0,1,0,25.1,92.8,90.4,92.8,6.9,0.84375,16.0,0.0,,22.4,26.4
159,0,1,0,24.7,97.5,66.95,36.4,6.35,0.625,7.0,0.0,4.26,20.0,33.9
160,0,1,0,26.8,97.19999999999999,46.474999999999994,84.0,4.666666666666667,0.484375,15.0,0.0,,,10.2
161,0,1,0,22.4,,,,,,,,,18.7,19.1
162,0,1,0,21.5,,,,,,,,2.23,18.7,28.4
163,0,1,0,23.7,,,,,,,,,,12.8
169,0,1,0,25.5,1.5,1.5,1.5,1.5,0.0625,1.0,0.0,,,0.2
171,0,1,0,26.6,156.8,110.8,83.2,6.833333333333333,1.0,16.0,0.0,,18.9,22.6
174,0,1,0,25.2,147.0,133.83333333333334,147.0,9.0,0.9375,14.0,0.0,4.28,17.4,36.4
175,0,1,0,25.1,275.59999999999997,145.33333333333331,146.0,12.333333333333334,0.7291666666666666,10.0,0.0,3.41,18.3,34.4
176,0,1,0,21.8,,,,,,,,,19.1,48.7
178,0,1,0,28.3,276.8,149.71666666666667,192.0,13.233333333333334,0.7916666666666666,15.0,0.0,4.3,18.6,27.1
181,0,1,0,22.1,,,,,,,,5.27,20.4,32.5
182,0,1,0,21.8,,,,,,,,,21.1,19.9
187,0,1,0,23.9,105.3,97.2,105.3,9.0,0.6875,13.0,0.0,5.28,19.1,23.9
188,0,1,0,24.5,47.2,45.800000000000004,47.2,6.65,0.4375,8.0,0.0,,19.8,34.6
189,0,1,0,22.9,,,,,,,,,19.2,19.3
192,0,1,0,24.4,0.4,0.4,,0.4,0.0625,,0.0,5.18,19.7,41.4
197,0,1,0,23.9,243.59999999999997,203.53333333333333,225.6,13.866666666666667,0.9166666666666666,16.0,0.0,2.16,19.1,24.7
208,0,1,0,21.4,,,,,,,,2.09,18.6,41.8
209,0,1,0,22.7,,,,,,,,,19.9,30.8
210,0,1,0,26.3,40.5,18.166666666666668,40.5,4.25,0.3333333333333333,5.0,0.0,5.18,19.6,25.4
211,0,1,0,25.6,229.5,180.07500000000002,111.60000000000001,12.033333333333333,0.875,9.0,0.0,5.11,18.8,29.3
214,0,1,0,25.9,59.8,57.2,54.6,4.4,0.8125,13.0,0.0,5.32,23.1,24.8
216,0,1,0,23.6,80.4,40.800000000000004,1.2,3.65,0.4375,2.0,0.0,,19.9,21.3
219,0,1,0,22.3,191.1,191.1,191.1,14.7,0.8125,13.0,0.0,1.24,,13.9
223,0,1,0,22.5,,,,,,,,4.06,20.8,33.2
224,0,1,0,22.5,49.6,49.6,49.6,3.1,1.0,16.0,0.0,4.11,19.8,21.7
227,0,1,0,24.1,60.8,46.15,31.5,6.05,0.46875,7.0,0.0,7.33,18.4,30.7
230,0,1,0,24.4,51.599999999999994,45.599999999999994,51.599999999999994,3.95,0.71875,12.0,0.0,4.31,20.7,20.6
232,0,1,0,24.8,294.4,208.63333333333333,101.6,17.333333333333332,0.7291666666666666,8.0,0.0,3.22,18.1,28.7
234,0,1,0,23.1,,,,,,,,3.12,18.3,40.4
239,0,1,0,31.1,34.1,19.139999999999997,9.799999999999999,1.0999999999999999,0.6625,14.0,0.0,6.14,22.4,28.3
243,0,1,0,26.3,212.79999999999998,149.275,212.79999999999998,12.166666666666666,0.953125,14.0,0.0,3.1,19.6,13.2
245,0,1,0,22.9,139.0,111.9,84.8,12.25,0.5625,8.0,0.0,2.11,19.2,35.8
248,0,1,0,23.9,9.6,9.6,9.6,2.4,0.25,4.0,0.0,,20.2,16.2
252,0,1,0,29.1,97.6,66.11666666666667,50.400000000000006,4.7,0.8854166666666666,12.0,0.0,4.33,,15.0
255,0,1,0,29.1,232.0,203.04000000000002,,12.2,0.95,,0.0,4.02,19.4,27.8
256,0,1,0,22.3,,,,,,,,4.14,19.6,22.2
259,0,1,0,30.4,208.6,156.80000000000004,156.8,9.233333333333333,0.9479166666666666,16.0,0.0,6.13,20.6,34.7
260,0,1,0,28.3,371.2,270.56,213.0,18.5,0.8,15.0,0.6,2.16,18.5,45.1
262,0,1,0,31.9,297.0,197.1833333333333,118.3,11.566666666666668,0.8958333333333334,13.0,0.0,2.21,19.2,47.1
264,0,1,0,25.4,259.5,203.46666666666667,259.5,16.7,0.75,15.0,0.0,1.04,19.6,38.8
265,0,1,0,23.5,,,,,,,,,20.8,33.7
268,0,1,0,27.4,58.5,30.619999999999997,58.5,4.1000000000000005,0.5625,13.0,0.0,,18.7,20.6
273,0,1,0,30.4,278.4,215.35,238.5,15.066666666666665,0.875,15.0,0.0,1.28,18.7,32.8
275,0,1,0,24.2,179.20000000000002,152.26666666666668,179.20000000000002,11.566666666666668,0.8333333333333334,14.0,0.0,4.37,18.5,29.8
279,0,1,0,25.3,162.4,123.19999999999999,103.19999999999999,8.9,0.875,12.0,0.0,,19.5,21.8
285,0,1,0,27.1,288.0,219.82000000000002,181.2,18.566666666666666,0.8375,12.0,0.0,1.15,20.4,47.1
288,0,1,0,21.5,,,,,,,,,19.8,31.0
289,0,1,0,24.8,50.0,28.3,50.0,5.55,0.34375,5.0,0.0,,19.1,19.8
290,0,1,0,28.3,16.0,4.32,0.0,0.7000000000000001,0.2375,1.0,0.0,5.32,,3.3
291,0,1,0,27.3,136.5,46.38,12.0,6.733333333333332,0.475,5.0,0.0,4.27,20.5,23.6
292,0,1,0,27.3,136.5,46.38,12.0,6.733333333333332,0.475,5.0,0.0,,18.3,39.0
296,0,1,0,23.1,216.0,216.0,216.0,13.5,1.0,16.0,0.0,2.21,21.4,21.1
298,0,1,0,23.3,31.5,31.5,31.5,4.5,0.4375,7.0,0.0,7.2,18.6,33.5
301,0,1,0,23.8,,,,,,,,,,5.7
303,0,1,0,24.4,254.4,224.8,254.4,14.05,1.0,16.0,0.0,2.03,18.7,31.7
304,0,1,0,23.5,161.6,133.6,105.6,8.35,1.0,16.0,0.0,4.04,20.8,22.6
307,0,1,0,24.8,66.4,66.4,66.4,8.3,0.5,8.0,0.0,,22.1,30.1
310,0,1,0,25.9,150.4,96.7,115.2,7.8999999999999995,0.84375,16.0,0.0,,21.2,30.9
312,0,1,0,25.9,223.5,210.95,198.4,13.65,0.96875,16.0,0.0,,21.1,38.4
314,0,1,0,23.7,30.599999999999998,30.599999999999998,30.599999999999998,5.1,0.375,6.0,0.0,5.14,19.0,26.3
315,0,1,0,28.1,166.5,40.94,166.5,5.8999999999999995,0.425,15.0,0.0,,,12.3
316,0,1,0,24.3,75.60000000000001,72.9,75.60000000000001,6.9,0.6875,9.0,0.0,1.27,20.6,50.1
318,0,1,0,22.2,,,,,,,,7.31,,12.5
319,0,1,0,24.4,29.7,29.7,29.7,3.3,0.5625,9.0,0.0,,,11.0
321,0,1,0,29.9,130.0,66.95,101.39999999999999,9.0,0.6041666666666666,13.0,0.0,6.22,19.2,28.0
323,0,1,0,22.0,,,,,,,,,18.2,23.1
329,0,1,0,24.3,,,,,,,,,20.5,25.6
330,0,1,0,24.3,,,,,,,,,,14.9
333,0,1,0,22.8,166.4,93.4,166.4,6.9,0.6875,16.0,0.0,2.06,18.1,33.4
337,0,1,0,24.3,142.4,121.6,142.4,8.05,0.9375,16.0,0.0,3.07,18.5,30.4
340,0,1,0,24.4,0.8,0.8,0.8,0.4,0.125,2.0,0.0,,20.7,37.4
342,0,1,0,21.4,,,,,,,,,20.7,24.2
343,0,1,0,24.7,107.9,38.766666666666666,1.6,3.8666666666666667,0.375,1.0,0.0,4.07,19.0,27.8
344,0,1,0,23.3,384.0,314.2,244.4,21.4,0.90625,13.0,0.5,1.02,18.6,32.2
345,0,1,0,22.7,,,,,,,,,20.9,21.8
346,0,1,0,28.7,4.5,1.6749999999999998,1.4,0.5333333333333333,0.328125,2.0,0.0,,21.0,18.3
347,0,1,0,22.5,,,,,,,,,21.8,18.5
353,0,1,0,25.3,153.6,146.35,153.6,10.149999999999999,0.90625,16.0,0.0,1.31,20.6,27.5
361,0,1,0,26.7,173.6,117.04,29.6,9.533333333333333,0.6875,4.0,0.0,2.04,18.9,22.5
362,0,1,0,31.9,28.6,8.88,6.0,1.2333333333333334,0.325,2.0,0.0,4.28,21.1,41.2
364,0,1,0,24.9,233.6,179.73333333333335,161.6,11.233333333333334,1.0,16.0,0.0,4.13,18.1,40.8
367,0,1,0,29.2,192.0,93.43333333333334,47.6,4.066666666666667,0.84375,14.0,0.0,1.08,19.5,26.3
372,0,1,0,27.2,193.6,146.33999999999997,135.79999999999998,11.0,0.875,14.0,0.0,3.09,20.4,43.2
373,0,1,0,29.1,179.2,141.18,,8.95,0.8625,,0.0,6.31,21.3,21.5
378,0,1,0,25.8,384.0,274.94,217.5,22.099999999999998,0.9125,15.0,0.4,1.1,18.1,33.2
380,0,1,0,25.5,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.1875,3.0,0.0,,21.8,12.1
381,0,1,0,21.5,,,,,,,,,20.8,15.9
382,0,1,0,23.1,86.8,86.8,86.8,6.2,0.875,14.0,0.0,4.26,,13.2
385,0,1,0,21.8,28.0,28.0,28.0,5.6,0.3125,5.0,0.0,6.31,19.1,19.2
386,0,1,0,22.6,,,,,,,,6.09,18.9,34.5
390,0,1,0,25.9,49.199999999999996,24.599999999999998,0.0,2.05,0.4375,2.0,0.0,6.3,21.1,36.2
391,0,1,0,25.4,19.799999999999997,15.299999999999999,19.799999999999997,3.0,0.3125,6.0,0.0,,18.7,18.7
396,0,1,0,26.5,9.0,7.5,9.0,0.9,0.4375,10.0,0.0,,21.8,25.8
397,0,1,0,22.7,60.0,60.0,60.0,4.0,0.9375,15.0,0.0,6.13,19.0,17.0
398,0,1,0,27.4,141.0,75.44,32.199999999999996,6.533333333333334,0.6875,14.0,0.0,3.3,20.6,18.0
400,0,1,0,26.7,12.8,6.125,4.2,1.5,0.5,7.0,0.0,4.21,20.9,35.1
402,0,1,0,25.7,105.3,66.03333333333333,48.6,5.633333333333333,0.7291666666666666,9.0,0.0,4.34,20.9,21.4
403,0,1,0,26.3,117.0,58.324999999999996,23.1,5.633333333333334,0.6875,11.0,0.0,5.14,21.6,22.3
405,0,1,0,22.8,,,,,,,,,18.0,28.6
409,0,1,0,22.5,,,,,,,,3.22,19.7,35.7
411,0,0,0,22.9,217.6,217.6,217.6,13.6,1.0,16.0,0.0,2.19,20.2,32.6
412,0,0,0,31.799999999999997,273.6,208.28000000000003,,15.4,0.7875,,0.0,1.04,20.1,42.2
419,0,0,0,26.9,188.8,118.62,86.4,9.0,0.875,12.0,0.0,,,9.4
420,0,0,0,29.8,305.6,151.93333333333334,114.0,15.166666666666666,0.7708333333333334,10.0,0.16666666666666666,,20.0,45.9
423,0,0,0,24.0,,,,,,,,,22.3,20.7
424,0,0,0,27.6,96.0,45.2,96.0,3.5,1.0,16.0,0.0,,21.8,27.9
427,0,0,0,24.5,102.30000000000001,52.00000000000001,102.30000000000001,5.5,0.375,11.0,0.0,,19.7,33.1
428,0,0,0,26.8,304.0,171.04999999999998,254.4,10.133333333333333,0.75,16.0,0.16666666666666666,2.29,19.0,37.9
429,0,0,0,30.299999999999997,262.4,177.64999999999998,122.39999999999999,13.266666666666667,0.78125,9.0,0.0,2.13,19.6,39.7
431,0,0,0,26.0,246.4,212.44,246.4,13.700000000000001,0.9625,16.0,0.0,1.04,18.2,47.2
438,0,0,0,32.4,91.2,30.333333333333332,5.2,0.6333333333333333,0.8854166666666666,13.0,0.0,3.24,18.7,46.1
440,0,0,0,23.5,35.2,35.2,35.2,3.2,0.6875,11.0,0.0,2.3,19.8,52.2
443,0,0,0,25.6,128.0,124.0,128.0,8.0,0.96875,16.0,0.0,2.19,21.9,39.9
446,0,0,0,31.9,379.2,285.4,16.1,19.900000000000002,0.8020833333333334,1.0,0.8333333333333334,6.26,19.2,32.8
447,0,0,0,23.4,129.6,73.2,16.8,6.15,0.625,4.0,0.0,4.05,18.7,
448,0,0,0,22.1,,,,,,,,4.36,19.4,40.5
451,0,0,0,23.0,3.6,3.6,3.6,0.9,0.25,4.0,0.0,,18.3,60.9
452,0,0,0,23.3,102.0,54.75,102.0,5.0,0.53125,12.0,0.0,7.35,19.6,37.4
453,0,0,0,26.4,30.599999999999998,16.299999999999997,2.0,2.2,0.34375,2.0,0.0,,21.7,46.8
454,0,0,0,22.7,,,,,,,,,,11.2
458,0,0,0,29.0,82.5,47.18,44.0,5.066666666666666,0.7,8.0,0.0,,21.2,28.4
462,0,0,0,26.7,252.8,202.9333333333333,117.60000000000001,12.766666666666666,0.8958333333333334,14.0,0.0,1.2,18.9,38.9
463,0,0,0,22.2,,,,,,,,1.25,21.5,40.6
469,0,0,0,24.7,24.0,24.0,,4.0,0.375,,0.0,,22.0,25.3
471,0,0,0,27.2,18.5,11.0,18.5,2.2,0.3125,5.0,0.0,,20.5,38.6
472,0,0,0,24.7,16.0,16.0,16.0,1.0,1.0,16.0,0.0,6.36,21.9,28.1
476,0,0,0,26.7,138.6,79.675,138.6,5.900000000000001,0.78125,14.0,0.0,1.26,20.0,36.6
483,0,0,0,21.5,,,,,,,,3.17,17.8,48.4
486,0,0,0,26.5,35.1,35.1,35.1,3.9,0.5625,9.0,0.0,,22.8,37.7
487,0,0,0,26.5,5.0,5.0,5.0,2.5,0.125,2.0,0.0,,21.7,23.4
489,0,0,0,25.4,206.4,200.7,195.0,13.95,0.90625,13.0,0.0,1.26,20.7,30.1
491,0,0,0,24.4,4.800000000000001,4.800000000000001,4.800000000000001,1.6,0.1875,3.0,0.0,,,5.6
492,0,0,0,24.4,16.0,16.0,,2.0,0.5,,0.0,,,13.5
495,0,0,0,21.1,,,,,,,,1.17,19.4,38.1
496,0,0,0,26.0,9.0,8.4,9.0,2.8,0.1875,3.0,0.0,,,11.1
497,0,0,0,25.4,18.6,18.6,,3.1,0.375,,0.0,4.35,21.6,35.2
501,0,0,0,21.9,,,,,,,,2.17,21.2,33.4
503,0,0,0,27.6,155.2,83.14,155.2,7.033333333333334,0.775,16.0,0.0,3.12,20.9,29.3
505,0,0,0,24.3,274.40000000000003,183.26666666666665,274.40000000000003,12.4,0.9375,14.0,0.0,3.2,19.5,34.9
507,0,0,0,31.6,129.0,93.15000000000002,14.700000000000001,7.133333333333333,0.75,7.0,0.0,,,15.6
510,0,0,0,27.0,66.3,32.7,5.0,3.0666666666666664,0.71875,5.0,0.0,4.09,20.2,23.7
512,0,0,0,24.0,20.3,20.3,20.3,2.9,0.4375,7.0,0.0,,,16.5
513,0,0,0,23.5,166.4,145.0,166.4,11.55,0.78125,13.0,0.0,2.15,18.8,36.8
516,0,0,0,26.5,3.3,3.3,3.3,3.3,0.0625,1.0,0.0,,,3.7
519,0,0,0,31.1,188.8,140.4,181.5,9.200000000000001,0.96875,15.0,0.0,,21.4,22.4
520,0,0,0,22.7,,,,,,,,5.2,21.0,25.3
521,0,0,0,27.0,270.4,194.19999999999996,270.4,15.199999999999998,0.8125,16.0,0.0,3.05,20.2,40.4
524,0,0,0,25.4,184.0,122.93333333333334,115.5,8.5,0.875,15.0,0.0,1.05,18.7,51.6
526,0,0,0,24.6,222.4,179.2,222.4,11.2,1.0,16.0,0.0,2.08,19.9,36.9
528,0,0,0,23.8,171.2,113.5,171.2,8.433333333333332,0.7708333333333334,16.0,0.0,2.08,20.1,29.0
530,0,0,0,23.7,223.5,126.25,223.5,8.9,0.78125,15.0,0.0,2.29,20.0,25.3
532,0,0,0,23.1,231.0,193.9,231.0,12.600000000000001,0.96875,15.0,0.0,1.24,18.4,53.3
533,0,0,0,22.5,185.6,185.6,185.6,11.6,1.0,16.0,0.0,2.32,19.7,26.4
535,0,0,0,25.2,66.0,64.8,63.599999999999994,5.65,0.71875,12.0,0.0,4.13,19.5,25.4
537,0,0,0,27.3,71.5,27.450000000000003,71.5,3.6666666666666665,0.421875,11.0,0.0,,20.6,12.5
538,0,0,0,25.1,37.800000000000004,32.650000000000006,37.800000000000004,4.85,0.4375,9.0,0.0,6.01,22.4,24.3
542,0,0,0,34.6,148.4,113.08333333333333,141.0,9.066666666666668,0.8958333333333334,15.0,0.0,,,16.1
543,0,0,0,24.6,103.19999999999999,68.69999999999999,34.199999999999996,6.199999999999999,0.65625,9.0,0.0,2.12,20.9,31.6
546,0,0,0,23.4,169.4,169.4,169.4,12.1,0.875,14.0,0.0,5.33,20.7,25.4
547,0,0,0,22.6,,,,,,,,5.28,18.9,36.5
549,0,0,0,24.6,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,-0.2,0.375,6.0,0.0,,20.8,35.2
551,0,0,0,24.4,,,,,,,,5.22,19.7,36.8
552,1,0,0,27.4,327.0,201.73333333333335,211.20000000000002,18.433333333333334,0.875,12.0,0.16666666666666666,2.21,19.7,40.7
553,0,0,0,25.4,101.39999999999999,80.6,59.8,6.199999999999999,0.8125,13.0,0.0,7.08,19.6,39.1
559,0,0,0,27.1,42.9,34.25,25.6,2.45,0.90625,16.0,0.0,,20.4,43.2
560,0,0,0,28.0,332.8,277.84999999999997,267.0,19.766666666666666,0.9791666666666666,15.0,0.5,1.27,18.2,39.3
563,0,0,0,21.9,,,,,,,,,,13.3
564,0,0,0,33.5,210.0,136.83333333333334,36.8,13.633333333333333,0.6979166666666666,2.0,0.0,2.18,18.8,32.1
565,0,0,0,27.4,246.4,137.0,246.4,10.299999999999999,0.8,16.0,0.0,1.14,19.6,46.3
567,0,0,0,26.5,172.8,131.0,153.0,10.2,0.7916666666666666,15.0,0.0,4.03,22.8,38.2
568,0,0,0,24.4,187.5,187.5,187.5,12.5,0.9375,15.0,0.0,2.04,20.6,41.3
570,0,0,0,25.7,100.5,54.175,100.5,5.3999999999999995,0.65625,15.0,0.0,4.28,20.0,26.6
574,0,0,0,22.6,,,,,,,,2.27,19.9,42.3
575,0,0,0,23.8,20.9,20.9,20.9,1.9,0.6875,11.0,0.0,6.11,21.1,27.1
576,0,0,0,22.7,24.5,15.65,6.8,5.85,0.1875,1.0,0.0,,19.9,30.6
579,0,0,0,25.6,9.1,9.1,,9.1,0.0625,,0.0,,,11.8
580,0,0,0,22.7,,,,,,,,3.28,22.0,32.5
585,0,0,0,31.6,316.8,193.125,,11.7,0.84375,,0.25,1.24,18.8,62.5
588,0,0,0,21.8,,,,,,,,6.33,,14.8
590,0,0,0,23.6,156.8,156.8,156.8,9.8,1.0,16.0,0.0,3.02,20.8,34.0
591,0,0,0,28.2,8.0,8.0,8.0,0.5,1.0,16.0,0.0,,21.5,28.8
593,0,0,0,21.3,,,,,,,,6.08,19.5,25.1
594,0,0,0,26.8,172.8,97.93333333333335,6.0,5.400000000000001,0.7395833333333334,4.0,0.0,3.26,18.1,32.1
596,0,0,0,31.299999999999997,163.2,77.03333333333335,30.099999999999998,6.766666666666667,0.5833333333333334,7.0,0.0,,21.6,21.2
601,0,0,0,32.7,100.5,22.533333333333335,1.7999999999999998,0.4333333333333333,0.7291666666666666,3.0,0.0,6.11,22.0,32.9
607,0,0,0,33.2,299.2,206.3166666666667,188.7,12.366666666666667,0.90625,17.0,0.0,3.18,19.5,34.2
608,0,0,0,23.7,53.900000000000006,53.900000000000006,,4.9,0.6875,,0.0,6.33,19.9,25.2
613,0,0,0,26.5,4.0,4.0,4.0,1.0,0.25,4.0,0.0,,,9.6
615,0,0,0,21.8,,,,,,,,6.35,,18.7
616,0,0,0,21.2,,,,,,,,4.22,19.4,34.4
617,0,0,0,27.3,3.2,3.2,,1.6,0.125,,0.0,,22.5,15.9
620,0,0,0,31.799999999999997,259.2,207.91666666666666,154.0,13.333333333333334,0.9375,11.0,0.0,2.28,20.1,44.3
625,0,0,0,24.9,60.0,60.0,60.0,10.0,0.375,6.0,0.0,,20.2,
